sentence,eyewitnessed
RT @BreakfastNews: Video: Ipswich mayor Paul Pisasale blasts Insurance Council 'fool' Rob Whelan over @Lateline interview on Qld floods  ...,NotEyewitness
RT @gold_coast_city: Updated #goldcoast road closure information is available here http://t.co/X9qWMTEB #bigwet #qldfloods,NotEyewitness
Floods in Queensland worst on record - Irish Times: Sydney Morning HeraldFloods in Queensland worst on recordIri... http://t.co/nnIfxGQp,NotEyewitness
RT @WittyRenee: I would say Queensland's repetitive flood crises are more the direct result of occupying and building in excess on a flo ...,NotEyewitness
"Have I got this right, people of QLD want the Govt to step in and help. Have they forgotten Tony Abbott opposed the last QLD Flood Levy",NotEyewitness
What seems like a common occurence now: Heavy flooding hits Australia http://t.co/F1jC4cVP,NotEyewitness
"RT @jar_climate: Australia's intense rain, crazy flooding and bushfires - all part of the climate change playbook &gt;&gt; New Scientist ...",NotEyewitness
"Just back in QLD from Melbourne. Where's Noah when you need him!? Where I am - Trees smashing up houses, floods and 4 days with no power...",Eyewitness
RT @australian: Man's body found in Lockyer Valley: THE death toll in Queensland's flood disaster is set to rise with police rep... http ...,NotEyewitness
RT @CitySouthNews: The clean up's on at Tarragindi #bigwet http://t.co/SO92eNkm,NotEyewitness
Great severe thunderstorm warning have just been broadcasted for the flooded areas in SEQ :( They have suffered enough already :( #bigwet,NotEyewitness
RT @HMB_SLSC: SLSC Australia: SLS is encouraging everyone to play it safe in flood affected areas. Don… http://t.co/9smBVGq0,NotEyewitness
"Australians clean up from floods, supplies dwindle: BRISBANE, Australia (AP) — Military personnel headed to flood-ravaged northeast A...",NotEyewitness
@jhutch1992 sounds like something they would be telling people in Australia right now with all the flooding we've had :/,NotEyewitness
#Lismore Airport is now re-opened but all flights today are still diverted to Ballina #bigwet,NotEyewitness
Clean-up begins after deadly Australia floods http://t.co/ImZ2NOCi [StraitsTimes World],NotEyewitness
RT @abcnews: GALLERY: Flooding hits Qld's Sunshine Coast. See a selection of photos from @abcsunshine http://t.co/AchLMUyz http://t.co/z ...,NotEyewitness
RT @theqldpremier: Warwick - About 20 businesses were inundated. The area is now in clean up mode. - PT #bigwet,NotEyewitness
@brucehawker2010  says QLD is important for Gillard - why call an election during time of need during the floods @abc730 @abcnews ask Now,NotEyewitness
Awww “@HumaneChainWSPA: This picture made us smile: A Queensland Police Officer rescues a calf from the floods http://t.co/1vBlZwTn”,NotEyewitness
"Queensland floods update: a second body has been found today, taking the total death to 6 #tennews",NotEyewitness
"Hey guys, emergency Visa prepaid cards available 2 AAMI customers impacted by #bigwet. Contact us @ 13 22 44 if u need assistance #qldfloods",NotEyewitness
"RT @WWF_Australia: Unique image of the QLD flood plumes from @Cmdr_Hadfield on Int. Space Station, our thoughts are with those affected  ...",NotEyewitness
LIVE NOW: Coverage of #qldfloods continues on @9NewsBrisbane.,NotEyewitness
Has work been affected by Queensland &amp; NSW floods? Read ‘Natural Disasters’ info for workplaces http://t.co/btiskJZb via @fairwork_gov_au,NotEyewitness
RT @triplej: Want to help out the people of QLD doing it tough right now? Be a total legend and donate to the Floods Appeal here http:// ...,NotEyewitness
Gas pipeline was ruptured between Bundaberg and #Gladstone #bigwet,Eyewitness
"RT @autALERT: #bigwet #qldfloods #nswfloods Just, so it is; CLEAR MT = #modified_tweet Our network #abnn does # for referencing &amp; se ...",NotEyewitness
RT @EmergencyVol: Assistance is available for those affected by #qldfloods. See Queensland Govt website for more info http://t.co/5YwOkT2b,NotEyewitness
No helping out at markets for me this week due to the #qldflood but I will still be performing the #haha this weekend. #Brisbane,Eyewitness
Gayndah QLD is getting no help from government. I am driving supplies up there if anyone can help donate anything.#bigwet #thebigwet,Eyewitness
Anyone know how Childers is coping with the floods? #Queensland #floods,NotEyewitness
RT @nswfire: ** #BIGWET TEARS IN MY EYES ** #BUNGABERG RESIDENTS CELEBRATE AS THE #AUSTRALIAN ARMY CLEAR WAY IN TOWN I am Australian htt ...,NotEyewitness
Clean-up launched after deadly Australia floods: SYDNEY: A mammoth clean-up was underway in Australia's flood-hi... http://t.co/Wbmd36Nl,NotEyewitness
RT @BruceGrady: Need info on Emergency Assistance after #bigwet &amp; #qldfloods? Call the Community Recovery Hotline 1800 173349 or che ...,NotEyewitness
RT @theqldpremier: I'd like to thank Marius Kloppers and BHP Billiton for their $ 1 million donation to the Qld Flood Appeal,NotEyewitness
Clean-up launched after deadly Australia floods: SYDNEY: A mammoth clean-up was underway in Austral... http://t.co/XTBvCFkB via @fmtoday,NotEyewitness
Queensland flood toll rises to six: Queensland's flood toll rose to six after the bodies of two missing farm workers were found in a ...,NotEyewitness
RT @RitaPanahi: Sweet mother of god! A grey wolf spider escorting her young to safety during #qldfloods.  Via @9NewsBrisbane http://t.co ...,NotEyewitness
RT @WSPAAustralia: Queensland man saves platypus lost after floods http://t.co/ePXlVnDe  #qldfloods #2013,NotEyewitness
Australia floods recede as death toll rises: Jan. 30 - The death toll from floods in Australia rises to six as w... http://t.co/2t3aMpi3,NotEyewitness
"RT @909SeaFM: Mayor Tom Tate to open Community Recovery Centre to help residents affected by #bigwet, at Broadbeach this morning. #news  ...",NotEyewitness
RT @shelleylloydabc: The military convoy has arrived in Bundaberg to help with the massive flood clean-up @abcnews @612brisbane #bigwet,NotEyewitness
"RT @612brisbane: Central, Fortitude Valley and Bowen Hills train stations have now reopened http://t.co/zrITVVrt #bigwet #qldfloods",NotEyewitness
Next @laureledwards66 is sharing her cleaning tips for the 2011 flood for volunteers helping 2013 flood victims #bigwet #bnestorm,Eyewitness
Flood waters head for the cotton fields: It's a wait and see game for cotton growers on the Queensland-NS... http://t.co/qFSwBCtz #water,NotEyewitness
RT @Kathy_Novak: Starting to see boats travelling upstream on the Brisbane river again #bigwet http://t.co/kd8xFbaS,NotEyewitness
@MurkaDurkah the recent bushfires and now floods in Australia?,NotEyewitness
#PMAANZNews Heartbreak for growers http://t.co/IBrGq0de #freshproduce #bigwet #qldfloods,NotEyewitness
@andrewduncan97 The minimum age to join the SES is 16yo. Pls see here for volunteering info: http://t.co/H9CHqtZ8 #bigwet,NotEyewitness
Internet outage for the past 36 hours.  This is good considering most of QLD is still affected by the #bigwet,Eyewitness
@darrenhayes QLD NSW FLOODS Guy Sebastian is the only celeb to commit ATM. Please say you’ll help. PM me if you can. Thanks (from my heart),NotEyewitness
RT @QldSES: SES members have responded to approx 332 requests for assistance in the 24hrs to 11.30am today. Keep up the good work! #bigwet,NotEyewitness
RT @trigger_sam: If ur  heart goes out to people that's involved with floods in Australia and the fire in brazil plz retweet let them no ...,NotEyewitness
RT @CCIQLD: @CCIQLD have developed a range of Flood Resources to help QLD businesses get back on their feet. Visit http://t.co/CiwOgm3O  ...,NotEyewitness
"RT @BCIAustralia: Premier Campbell Newman talks of dams, levees in rebuild plan after devastating floods #australia #construction http:/ ...",NotEyewitness
Flew home over as very water logged NSW. #BigWet #NSWFloods Amazing how much water is still covering Grafton,Eyewitness
#Qldfloods might cause temporary banana shortage? Noooooooo! #fewernarniesmoothies Cc @SaintlySammi,NotEyewitness
"#Julia #Gillard goes to show support to flood victims and gets #flamed and when she defends herself casually, flamed. #doyourbest #Australia",NotEyewitness
"@CarlyMilan are you in QLD? I heard there was storm's, tornadoes and floods. I was in Boston for Aussie day so wast the same",NotEyewitness
RT @tourismqld: Details on flood assistance for #Queensland small businesses in today's special edition of TEQ Industry News - https://t ...,NotEyewitness
The ACCC say #qldflood victims shld be wary of scams as they clean up and start recovering in their communities. http://t.co/9y6SM4r9,NotEyewitness
"RT @DavidCurnowABC: Qld viewers, @mattwordsworth's moving piece on #Bundaberg #flood recovery is on @ABC730 straight after the news.",NotEyewitness
"RT @612brisbane: Just over 5,000 homes without power, @Energex crews continue work through the night http://t.co/2c705Cb7 #qldfloods #bigwet",NotEyewitness
RT @malenko10: Australia has always had bushfires and bad flooding since i can remember. No one mentioned climate change. 50 years of ex ...,NotEyewitness
Shoutout to #MKR fans to get involved with #bakedrelief in Qld to lend a hand to people afftected by floods http://t.co/1G68wuiT,NotEyewitness
“@AlisonAriotti: Campbell Newman wants to flood-proof QLD. Thoughts on the best way? #telltoday @thetodayshow”become Mother Nature :-/,NotEyewitness
All Brisbane catholic schools open today except for St Joseph's School (Gayndah) St Mary's School (Laidley)  #bigwet #qldfloods,NotEyewitness
RT @Frack_Off: What happens when flash floods hit open-air #fracking waste water ponds?: http://t.co/65GcfwaW #Australia #coalbedmethane,NotEyewitness
RT @kyliebubbles1: Two boats washed up near #bundaberg  #bigwet http://t.co/Pqk05WxV,Eyewitness
RT @ACPMH: Check out @beyondblue looking after yourself and your family after a disaster booklet http://t.co/zjeViQTr  #bigwet #qldflood ...,NotEyewitness
RT @MsMonneypenny: Gillard sings and dances she is giving $1M to QLD Floods yet she gives $10M to Mali the same week #auspol,NotEyewitness
Audible gasps from crowd when told of damage in nth bundy such as a pothole 2m deep and 100m long. #bigwet,NotEyewitness
"What The? Friday - This week, another good reason not to drive through or play in flood waters #wtfriday #bigwet http://t.co/1kPzG3fd",Eyewitness
"RT @QPSmedia: What The? Friday - This week, another good reason not to drive through or play in flood waters #wtfriday #bigwet http://t. ...",NotEyewitness
RT @CaitlynGribbin: #bundaberg #bigwet victims waiting to walk across Burnett Bridge to exclusion zone to see their homes @amworldtodayp ...,NotEyewitness
Do you need to clear some branches from a waterway? Find out what you need to know http://t.co/QIQYMYcE #bigwet #qldfloods,NotEyewitness
RT @DavidHurley_CDF: ADF is doing a great job working alongside the Qld community to clean up after the flood. Keep up the good work! .. ...,Eyewitness
Sirens blasting across outer #newcastle suburbs #bigwet #nswfloods #hunter Just going to check #stormwater drains in this break in rain. BRB,NotEyewitness
"RT @MrDanielAmos: To everyone in Queensland right now going through the floods and cyclones,I hope you're all okay and stay safe.My hear ...",NotEyewitness
@tennewsqld #bigwet #bundaberg how awful for these residents not being able to see there homes yet,NotEyewitness
RT @QPSmedia: #bigwet Latest BoM flood summary and warnings can be found at http://t.co/IqHXR4jU or QLDAlert http://t.co/NJJeJDo9,NotEyewitness
Wisma Putra Malaysian victim of Queensland floods yet to be confirmed http://t.co/8lhOtPdg,NotEyewitness
Hello #world #Happy #Friday #everyone And #wishing our #friends in #Australia who are #suffering from #floods stay #safe :-0),NotEyewitness
Wow that storm hit quickly and packed a punch! @abcsouthqld #bigwet #Toowoomba It's not what people who are cleaning up need.,Eyewitness
RT @MudArmyQLD: #MudArmy - Logan is FULL with Volunteers for this weekend but LOCKYER VALLEY needs you!  #BigCleanUp #BigWet http://t.co ...,NotEyewitness
"@TenLateNews My thoughts go out to all of the flood and fire victims around Australia, stay strong",NotEyewitness
Briefing for North Bundaberg residents ahead of return. #bigwet @abcnews http://t.co/KVrEOavc,NotEyewitness
Central: Insurance Council says Rocky flash flood clean-up can begin http://t.co/BFznKBXe #qld,NotEyewitness
FLOOD WARNING FOR THE DAWSON AND FITZROY RIVERS http:// http://t.co/EfSp5yFO #bigwet  Issued at 8:34 am EST,NotEyewitness
"RT @PMOnAir: PM says Roxon wanted out 1yr ago but waited till the time is right. So, #QLDFloods is the best time to change Min for Emerg ...",NotEyewitness
It's flooding in Australia. THANKS OBAMA. @Jenna_Marbles,NotEyewitness
"Deputy Premier Jeff Seeney on rural towns and #qldflood disaster: ..they felt abandoned, they were isolated @abcnews  http://t.co/Wa4y98T0",NotEyewitness
Well done to our wonderful soldiers for helping out at the floods in Queensland.,NotEyewitness
RT @vanOnselenP: PM says this is exactly the right time for resignations... QLD floods followed by the minister for emergency management ...,NotEyewitness
"so 15,000 farmed crocodiles have escaped in the Queensland floods after walls breached by floodwater.....eeeeeeekkkkk",NotEyewitness
RT @sundayteleed: Don't know what's worse. Insurance companies deserting #flood victims or their pathetic excuses for doing so #bigwet.  ...,NotEyewitness
@bendorries the other 2 3rds are probably looking for dry ground #QLDFLOODS # donate #toughtimes,Eyewitness
RT @AusNewsNetwork: #nda #abnn - [REPEAT] FULL #bigwet #qldfloods and #nswfloods etc #tweetline found at @autALERT or by searching (top  ...,NotEyewitness
"@Queensland came to visit friends &amp; consider moving here. Floods, loss of food &amp; $, stranded in 1 room with 2 small kids, NO support",Eyewitness
"Police: Latest road information, have a look at the State Highways and Motorways report #bigwet #qldtrafficDMR - Traffic &amp; Travel Informa...",NotEyewitness
RT @abcsouthqld: Latest flood warning from the BOM for the Condamine http://t.co/xqpC3tze #bigwet,NotEyewitness
Pics from Laidley clean-up. Still a long way to go till the community gets back to normal http://t.co/DJON6S7w #bigwet #qldfloods,Eyewitness
CROCODILES have been spotted swimming through the streets of Rockhampton... http://t.co/Q55lOUeK #qldfloods,NotEyewitness
